455;216007496;Т/заправщик УРАЛ-4320 [у 949 см 63];;
456;216003248;Т/заправщик УРАЛ-4320 [у 950 см 63];;
457;326002712;Т/заправщик УРАЛ-4671L6-11 [А 504 СХ 763];;
458;217002706;Т/заправщик УРАЛ-5557 [х 021 тр 63];;
459;216001625;Т/заправщик УРАЛ-5675А1 [Е 990 КН 163];990;
460;216007494;Т/заправщик УРАЛ-6617 [р 895 ах 163] - 6 500 л.;;
461;216001648;Т/заправщик УРАЛ-6618 [с 522 кх 163];522;
462;326002389;ТГ-121Я [2793 ср 63];2793ср63;
463;326002435;ТГ-121Я [3908 ср 63];3908ср63;
464;326003465;ТГ-121Я [3909 ср 63];(Борт№18) 106861;
465;326001871;ТГ-121Я [4031 ср 63];106862;
466;326002738;ТГ-121Я [4039 ср 63];н114;
467;326002591;ТГ-122 Я [3640 св 63];;
468;217003318;ТГ-122Я [2714 ср 63];107983;
469;217003323;ТГ-122Я [2716 ср 63];107982;
470;217003260;ТГ-122Я [2718 ср 63];107963;
471;217003392;ТГ-122Я [7356 су 63];109120;
472;326004241;ТГ-122Я [7358 су 63];109117;
473;217003257;ТГ-122Я [7363 су 63];108989;
474;326002376;ТГ-122Я-1 [0072 св 63];(Борт№24) 108992;
475;326003129;ТГ-122Я-1 [2057 см 63];(Борт№02) 109966;
476;326003326;ТГ-122Я-1 [2123 см 63];(Борт№17) 107984;
477;326001870;ТГ-122Я-1 [2184 см 63];110001;
478;326003053;ТГ-122Я-1 [2713 ср 63];(Борт№20) 107965;
479;326003483;ТГ-122Я-1 [2715 ср 63];(Борт№06) 107964;
480;326003130;ТГ-122Я-1 [2717 ср 63];(Борт№23) 107981;
481;326002622;ТГ-122Я-1 [2720 ср 63];;
482;326003484;ТГ-122Я-1 [2721 ср 63];(борт№03) 107961;
483;326002699;ТГ-122Я-1 [3639 св 63];;
484;326003143;ТГ-122Я-1 [3645 св 63];(Борт№19) 109725;
485;326003233;ТГ-122Я-1 [3646 св 63];(Борт№07) 109724;
486;326001900;ТГ-122Я-1 [3647 св 63];109723;
487;326002367;ТГ-122Я-1 [3648 св 63];;
488;326002452;ТГ-122Я-1 [3649 св 63];;
489;326001978;ТГ-122Я-1 [4815 ак 63];113299;
490;326001933;ТГ-122Я-1 [4816 ак 63];№000300;
491;326003260;ТГ-122Я-1 [5088 ак 63];(бот№26) 113359;
492;326001854;ТГ-122Я-1 [5449 ак 63];113419;
493;326002403;ТГ-122Я-1 [7355 су 63];;
494;326003141;ТГ-122Я-1 [7357 су 63];(Борт№04) 109118;
495;326002746;ТГ-122Я-1 [7359 су 63];;
496;326002428;ТГ-122Я-1 [7360 су 63];;
